5.046429948092784334e-01 -4.759212349493194272e-01
-1.067611985261131213e+00 3.146884148214300070e-01
-2.884671037823790529e-01 -5.313488085971908026e-01
-1.015642264782389947e+00 1.169709428100728921e-01
5.995197532938510987e-01 -1.067253125343476106e-01
3.686173646030591611e-01 -4.875237542199187812e-01
2.904269418837423511e-01 9.826097165220296636e-01
9.360934206430600035e-01 -3.650249944274128189e-01
5.746276991085520480e-01 -1.777180142425403009e-01
-1.001311205530409199e+00 1.729017715081920537e-01
5.312254125077384703e-01 -1.315493385018229322e-01
7.972354007213593441e-01 6.412115127412030269e-01
-7.673866583167356925e-01 6.421088083438629690e-01
-8.803007217070160095e-01 -7.353961576941492329e-01
1.799020394347233820e-01 5.918607653056617846e-01
-5.300581110318967060e-01 7.492614780620395765e-01
5.920304856641896984e-01 -2.687823651710952721e-01
2.478001634575794504e-02 5.385123824524684633e-01
5.753452737354859403e-01 -7.917066070661602506e-01
-3.044478495862715794e-01 -4.774942564985131255e-01
9.699569389591056190e-01 -1.998464372961772373e-01
7.132883519183088605e-01 6.989071914832362120e-01
6.575887377834996883e-01 -6.292091552905385576e-01
6.272140287769679690e-01 -3.360348192128001510e-02
-4.364425815189940105e-01 8.906499762649268126e-01
-4.592942611147043386e-01 -3.423841444102701526e-01
6.313329100288421758e-01 1.917638428630135533e-02
-1.882124295907739442e-01 -1.024573092137418318e+00
6.062693719048498631e-01 8.361683500876964104e-01
-9.871190047061297879e-01 4.221319743852169348e-01
-5.001819552037108929e-01 2.872985909185929443e-01
-5.648269418803903985e-01 -1.438712330654121352e-01
-2.601373351643154197e-01 5.271657741172616207e-01
1.719578277208896888e-01 1.034641944113807277e+00
1.093411336743494722e-01 -5.806018181350548479e-01
6.402764710955679561e-01 -1.143478316255536614e-01
7.459689113745561206e-01 -6.600771767784763266e-01
-3.349754076834757788e-01 -3.662144366793698702e-01
-5.137624375628363493e-01 -4.166207288124829655e-01
3.860346667751899385e-01 -4.428102982848661218e-01
-9.542650572969443301e-01 3.061034940799223225e-01
-5.845503292370579640e-01 -8.128086275111592873e-02
-2.606087429111340614e-01 -5.500439536395719253e-01
-3.069898972620106470e-01 -4.899803070119905790e-01
-8.550052745653957675e-02 -9.545371629226538923e-01
-2.341841394213800553e-01 5.671470284687006869e-01
-6.695607103086289591e-01 7.869478351421962392e-01
4.142731102538739774e-01 9.388440838584739545e-01
-5.557754426867920206e-01 -8.402987112799434888e-01
9.307554898241940933e-01 -1.540365527898399436e-02
3.030906956045960610e-01 -5.346565238464013881e-01
-1.114076518108493286e-01 6.229822269850981975e-01
-2.661247389727323664e-01 9.293084120553536387e-01
-5.577612801468371240e-01 -4.478056511311179766e-01
-9.122699869845047882e-01 -6.488799596931345004e-01
5.108080281677285228e-01 -1.209406479537079304e-01
-3.331217809432893140e-01 6.347555543843960146e-01
-6.739944769514583101e-01 -7.738436919408833159e-01
-2.269117165333586206e-01 -6.268554826535566171e-01
-2.361792718145071801e-01 9.673514278663598587e-01
-5.607420411299267604e-01 3.513002397868950633e-01
-6.518462849000826731e-01 -1.454449044097459454e-01
-4.410353303685431992e-01 1.306902214258124639e-01
5.245793603115042059e-01 9.428195905040733793e-01
-1.070712699891005482e+00 -3.339710880480898370e-01
-5.330002993387339405e-01 -1.055294315133398220e-01
-1.078138485650378953e-01 5.778122536349301619e-01
-8.766009157407549379e-01 2.366865274498771154e-01
-1.022856603230675621e+00 -1.070856833196191446e-02
-5.481797303601869675e-01 -3.058739683630901096e-02
2.018417692741304448e-01 -5.287095618237634964e-01
3.865377143610834176e-01 -4.987137756704925207e-01
-2.269026021199635756e-01 -6.004731111679610933e-01
3.758330866243353996e-01 4.542701984326794618e-01
3.180998265636582056e-01 -5.673955273344533090e-01
5.735903906904415983e-01 8.439405694466263208e-01
-3.147439048836742082e-01 -8.640711147118280699e-01
2.512148376580661258e-01 5.549587278049361583e-01
-4.028795166672508588e-01 -8.618773976074854959e-01
-2.359300247283342422e-01 1.021428568790974101e+00
